sample_id,rho
1675,0.73389083
1676,0.6761505
1677,0.92054015
1678,0.72560674
1679,0.6029542
1680,0.9328236
1681,0.74363124
1682,0.88308483
1683,0.68715614
1684,0.69813645
1685,0.9032751
1686,0.93712497
1687,0.6032968
1688,0.8646307
1689,0.7656966
1690,0.86492413
1691,0.67236626
1692,0.6992161
1693,0.6793917
1694,0.7526794
1695,0.7137635
1696,0.83033365
1697,0.6920479
1698,0.7570012
1699,0.793183
1700,0.65049
1701,0.7026267
1702,0.6762275
1703,0.7267076
1704,0.80784804
1705,0.8142763
1706,0.8713993
1707,0.92010343
1708,0.7875525
1709,0.61383456
1710,0.9358108
1711,0.6149813
1712,0.66953367
1713,0.6712573
1714,0.6831567
1715,0.68909734
1716,0.8991353
1717,0.73057264
1718,0.7413407
1719,0.61962837
1720,0.6190698
1721,0.9431688
1722,0.93948114
1723,0.8247413
1724,0.6507555
1725,0.87011826
1726,0.919122
1727,0.9348134
1728,0.877443
1729,0.6705859
1730,0.8975375
1731,0.8701936
1732,0.70252913
1733,0.8099654
1734,0.80974525
1735,0.63662726
1736,0.8445261
1737,0.94097555
1738,0.8011075
1739,0.9061227
1740,0.72481424
1741,0.7729076
1742,0.8213921
1743,0.6337469
1744,0.9454631
1745,0.81240106
1746,0.7343862
1747,0.6426062
1748,0.69702053
1749,0.6660559
1750,0.7978725
1751,0.756378
1752,0.8121356
1753,0.8753423
1754,0.9279639
1755,0.7927213
1756,0.6183431
1757,0.92021847
1758,0.6823124
1759,0.9470525
1760,0.7810856
1761,0.6248086
1762,0.8977679
1763,0.8272424
1764,0.63156706
1765,0.882215
1766,0.60088325
1767,0.6343921
1768,0.78931075
1769,0.8988636
1770,0.8197002
1771,0.89257836
1772,0.60579395
1773,0.655009
1774,0.6775015
1775,0.91965246
1776,0.90217984
1777,0.65341854
1778,0.70342386
1779,0.82593304
1780,0.83780044
1781,0.60160995
1782,0.8689718
1783,0.613118
1784,0.7973749
1785,0.6737098
1786,0.9183765
1787,0.68168086
1788,0.78909475
1789,0.89246774
1790,0.8288349
1791,0.8528932
1792,0.62135905
1793,0.7194124
1794,0.8171565
1795,0.8820282
1796,0.87494284
1797,0.862467
1798,0.89500266
1799,0.6189142
1800,0.77144855
1801,0.7787731
1802,0.62777364
1803,0.7915233
1804,0.7283197
1805,0.82230145
1806,0.6683337
1807,0.65760773
1808,0.6149089
1809,0.83816916
1810,0.8672167
1811,0.654371
1812,0.67842203
1813,0.9469139
1814,0.7812445
1815,0.63485825
1816,0.8571906
1817,0.8540184
1818,0.90835357
1819,0.9453488
1820,0.7578272
1821,0.65203387
1822,0.91790897
1823,0.86253935
1824,0.8240686
1825,0.86602277
1826,0.69320595
1827,0.90553135
1828,0.73446614
1829,0.66998434
1830,0.6480929
1831,0.72052145
1832,0.90265924
1833,0.64674574
1834,0.8805949
1835,0.6027214
1836,0.8080882
1837,0.90303314
1838,0.7834702
1839,0.6826568
1840,0.82943255
1841,0.7471623
1842,0.7142092
1843,0.78156275
1844,0.6011057
1845,0.7740441
1846,0.69235647
1847,0.8109228
1848,0.61970294
1849,0.72248703
1850,0.62113744
1851,0.8302045
1852,0.68841434
1853,0.8205923
1854,0.86811703
1855,0.75100034
1856,0.7305004
1857,0.7155383
1858,0.8020995
1859,0.8113334
1860,0.6810195
1861,0.67480975
1862,0.8923143
1863,0.66964716
1864,0.63022476
1865,0.91193753
1866,0.7415464
1867,0.87367946
1868,0.6379883
1869,0.72140735
1870,0.86871874
1871,0.80657387
1872,0.8044011
1873,0.7612724
1874,0.6196392
1875,0.7266997
1876,0.6572201
1877,0.85358405
1878,0.78445566
1879,0.9443947
1880,0.87036914
1881,0.8571642
1882,0.9394114
1883,0.744571
1884,0.8268254
1885,0.85072166
1886,0.81319034
1887,0.87508804
1888,0.60051185
1889,0.80102825
1890,0.6513673
1891,0.77440435
1892,0.6483452
1893,0.90464574
1894,0.8946887
1895,0.71906585
1896,0.9281628
1897,0.9192815
1898,0.71296966
1899,0.76218027
1900,0.7966899
1901,0.8179896
1902,0.78612036
1903,0.6495031
1904,0.87743014
1905,0.8894103
1906,0.869755
1907,0.8009272
1908,0.6180441
1909,0.62106264
1910,0.926958
1911,0.81357956
1912,0.6835137
1913,0.6184135
1914,0.9254428
1915,0.626951
1916,0.947641
1917,0.79986787
1918,0.6045425
1919,0.672236
1920,0.67642665
1921,0.82084554
1922,0.6798833
1923,0.6589612
1924,0.8376233
1925,0.76902276
1926,0.895017
1927,0.7875068
1928,0.93856233
1929,0.707539
1930,0.6196761
1931,0.91058934
1932,0.9391079
1933,0.82302314
1934,0.9132924
1935,0.8450674
1936,0.7646726
1937,0.7596487
1938,0.68331224
1939,0.7123437
1940,0.60928565
1941,0.9187641
1942,0.64937484
1943,0.8531078
1944,0.82811177
1945,0.94311535
1946,0.6613692
1947,0.65218395
1948,0.8124088
1949,0.908227
1950,0.89419925
1951,0.7619158
1952,0.90270114
1953,0.72244644
1954,0.79161614
1955,0.78945714
1956,0.9230965
1957,0.79575574
1958,0.74469864
1959,0.62537414
1960,0.72981334
1961,0.67879605
1962,0.6421406
1963,0.7518752
1964,0.6837861
1965,0.71745396
1966,0.7790136
1967,0.88827324
1968,0.93009996
1969,0.7266588
1970,0.6848735
1971,0.798733
1972,0.9373612
1973,0.7986745
1974,0.8487984
1975,0.85351145
1976,0.8977782
1977,0.9052031
1978,0.8651383
1979,0.77628714
1980,0.8021734
1981,0.6388172
1982,0.9336758
1983,0.9473956
1984,0.7737395
1985,0.9402821
1986,0.71841145
1987,0.67117673
1988,0.6313487
1989,0.7614682
1990,0.82540447
1991,0.67053175
1992,0.78810287
1993,0.69686466
1994,0.82634556
1995,0.6831758
1996,0.8033494
1997,0.63891184
1998,0.6956421
1999,0.81987756
2000,0.79246765
2001,0.789399
2002,0.7827381
2003,0.853733
2004,0.7051926
2005,0.7650649
2006,0.8681018
2007,0.84081596
2008,0.7355551
2009,0.6386716
2010,0.7773477
2011,0.6545226
2012,0.7842623
2013,0.67294186
2014,0.8589459
2015,0.8437923
2016,0.680749
2017,0.6567021
2018,0.94206834
2019,0.9069928
2020,0.8339924
2021,0.81702095
2022,0.61168355
2023,0.6857683
2024,0.6797599
2025,0.6190802
2026,0.68827534
2027,0.7675523
2028,0.78275675
2029,0.92548746
2030,0.85210896
2031,0.6203359
2032,0.9396876
2033,0.70414066
2034,0.8008772
2035,0.7186199
2036,0.7221459
2037,0.68226343
2038,0.61370397
2039,0.7298936
2040,0.9122236
2041,0.9002336
2042,0.74019265
2043,0.62278163
2044,0.63645405
2045,0.8522508
2046,0.603687
2047,0.78620774
2048,0.7854917
2049,0.6549595
2050,0.84556293
2051,0.82687455
2052,0.81130844
2053,0.88521105
2054,0.65577567
2055,0.7244618
2056,0.67840385
2057,0.70105296
2058,0.8492032
2059,0.7790324
2060,0.77207327
2061,0.77966607
2062,0.7455789
2063,0.6679
2064,0.69429046
2065,0.8384285
2066,0.9072881
2067,0.6955928
2068,0.8839787
2069,0.8777446
2070,0.8408791
2071,0.6125073
2072,0.6587905
2073,0.6779565
2074,0.9152046
2075,0.7763597
2076,0.82712275
2077,0.86031246
2078,0.93447506
2079,0.81750834
2080,0.877625
2081,0.69747627
2082,0.93663937
2083,0.92873174
2084,0.6663376
2085,0.63349694
2086,0.6251494
2087,0.6101938
2088,0.7149577
2089,0.683757
2090,0.6040401
2091,0.6332503
2092,0.81671315
2093,0.6215138
2094,0.92513263
2095,0.8185755
2096,0.636021
2097,0.6597447
2098,0.9364588
2099,0.9155579
2100,0.8295
2101,0.8976657
2102,0.75386393
2103,0.8279055
2104,0.86582196
2105,0.81616634
2106,0.64631885
2107,0.7927139
2108,0.6696285
2109,0.9485767
2110,0.61535174
2111,0.8167549
2112,0.8078006
2113,0.8636632
2114,0.7818254
2115,0.86388755
2116,0.94383425
2117,0.7433926
2118,0.70710194
2119,0.7643521
2120,0.7810741
2121,0.7469546
2122,0.6993991
2123,0.8990658
2124,0.9456264
2125,0.92752457
2126,0.65291417
2127,0.8572744
2128,0.9442326
2129,0.7472211
2130,0.9024557
2131,0.6347562
2132,0.85725576
2133,0.9359132
2134,0.72133
2135,0.6385511
2136,0.7679014
2137,0.8776512
2138,0.7931566
2139,0.7447967
2140,0.64097995
2141,0.7942897
2142,0.93105966
2143,0.9304905
2144,0.7705296
2145,0.8694277
2146,0.7875668
2147,0.61170316
2148,0.84427327
2149,0.8576612
2150,0.85467345
2151,0.8682153
2152,0.69305116
2153,0.94889426
2154,0.9376376
2155,0.63915503
2156,0.893638
2157,0.94225305
2158,0.9289346
2159,0.82505846
2160,0.8870152
2161,0.76833713
2162,0.67943525
2163,0.771713
2164,0.8976804
2165,0.60136914
2166,0.88085264
2167,0.77350664
2168,0.7730432
2169,0.78011924
2170,0.83802986
2171,0.7484456
2172,0.83231735
2173,0.63583726
2174,0.93489665
2175,0.69713706
2176,0.8638332
2177,0.8524703
2178,0.8665201
2179,0.63034594
2180,0.6050283
2181,0.7637127
2182,0.8725331
2183,0.633895
2184,0.7782401
2185,0.60961145
2186,0.69425607
2187,0.83023113
2188,0.9344249
2189,0.9221091
2190,0.73731357
2191,0.6239158
2192,0.8705432
2193,0.61677134
2194,0.81835055
2195,0.7401578
2196,0.94255835
2197,0.7171803
2198,0.77378666
2199,0.89693606
2200,0.61913425
2201,0.82981044
2202,0.6991731
2203,0.81047255
2204,0.8825274
2205,0.68472564
2206,0.6221131
2207,0.76709414
2208,0.90304685
2209,0.66106343
2210,0.9462842
2211,0.8309315
2212,0.63139653
2213,0.6179045
2214,0.85507005
2215,0.73573756
2216,0.79797626
2217,0.7562033
2218,0.7970569
2219,0.87587214
2220,0.73639905
2221,0.74634624
2222,0.87981135
2223,0.65516275
2224,0.8888123
2225,0.8223552
2226,0.62753296
2227,0.70259917
2228,0.66615754
2229,0.8924607
2230,0.7805602
2231,0.8980022
2232,0.7654459
2233,0.90003324
2234,0.92551744
2235,0.7712318
2236,0.6827156
2237,0.68726313
2238,0.8499258
2239,0.94514275
2240,0.86455715
2241,0.8341545
2242,0.8803345
2243,0.90212584
2244,0.9151469
2245,0.9222849
2246,0.67153883
2247,0.8322737
2248,0.6814027
2249,0.70252395
2250,0.6310164
2251,0.6632236
2252,0.68982273
2253,0.74567944
2254,0.8500879
2255,0.6866264
2256,0.71007794
2257,0.87450165
2258,0.7926401
2259,0.76819146
2260,0.9073752
2261,0.88788515
2262,0.77935773
2263,0.76644856
2264,0.93016154
2265,0.8587707
2266,0.62445706
2267,0.7520138
2268,0.8531321
2269,0.6282207
2270,0.8253679
2271,0.70806724
2272,0.9396715
2273,0.6290197
2274,0.8733021
2275,0.6143669
2276,0.70167494
2277,0.8107378
2278,0.92376894
2279,0.7739694
2280,0.9264461
2281,0.9460496
2282,0.8766244
2283,0.8087184
2284,0.6006075
2285,0.8148713
2286,0.7202065
2287,0.8513337
2288,0.9119333
2289,0.6004793
2290,0.8659964
2291,0.92001736
2292,0.7859199
2293,0.8228768
2294,0.639647
2295,0.84047
2296,0.7829866
2297,0.7883637
2298,0.6161385
2299,0.7111443
2300,0.7297904
2301,0.864918
2302,0.9161079
2303,0.60783464
2304,0.90627646
2305,0.80412114
2306,0.7138296
2307,0.8713351
2308,0.74219483
2309,0.700494
2310,0.7139265
2311,0.81674343
2312,0.8312476
2313,0.7741318
2314,0.6185064
2315,0.61702764
2316,0.72753674
2317,0.66963553
2318,0.71635795
2319,0.7044933
2320,0.63736016
2321,0.7839284
2322,0.66209525
2323,0.7128386
2324,0.939588
2325,0.7626756
2326,0.65691555
2327,0.8142431
2328,0.8794526
2329,0.7901297
2330,0.90355474
2331,0.6032957
2332,0.7399837
2333,0.86435014
2334,0.8320389
2335,0.8671384
2336,0.79390204
2337,0.7921852
2338,0.68356305
2339,0.65874714
2340,0.94778794
2341,0.6716128
2342,0.85808814
2343,0.8359933
2344,0.72580725
2345,0.6140464
2346,0.75413114
2347,0.71426976
2348,0.6380682
2349,0.7128431
2350,0.8448414
2351,0.9016335
2352,0.7048045
2353,0.6141917
2354,0.9405136
2355,0.864483
2356,0.75859576
2357,0.92556566
2358,0.9270025
2359,0.94162023
2360,0.65578824
2361,0.80578417
2362,0.62183803
2363,0.8230107
2364,0.6541351
2365,0.74660695
2366,0.7056952
2367,0.88451695
2368,0.60462844
2369,0.9399025
2370,0.7010246
2371,0.75475216
2372,0.9489418
2373,0.73036003
2374,0.63041484
2375,0.7548991
2376,0.62416923
2377,0.94263774
2378,0.71997935
2379,0.6158287
2380,0.6440944
2381,0.73504174
2382,0.68146294
2383,0.74275666
2384,0.93157876
2385,0.6983454
2386,0.72732806
2387,0.7770923
2388,0.6703768
2389,0.8359228
2390,0.77853125
2391,0.91603994
2392,0.8088083
2393,0.7379003
2394,0.84379685
2395,0.76183444
2396,0.6083511
2397,0.77921355
2398,0.69713616
2399,0.6257705
2400,0.6971535
2401,0.6684882
2402,0.7845104
2403,0.60767144
2404,0.80479884
2405,0.62456506
2406,0.63036734
2407,0.9491696
2408,0.8239283
2409,0.6032355
2410,0.89392316
2411,0.8657161
2412,0.61044914
2413,0.7134921
2414,0.62780535
2415,0.7900707
2416,0.62114906
2417,0.7824016
2418,0.7609014
2419,0.81954443
2420,0.673455
2421,0.7767993
2422,0.7654897
2423,0.8029936
2424,0.7746584
2425,0.8702862
2426,0.74274516
2427,0.87670434
2428,0.6397721
2429,0.8892458
2430,0.67937607
2431,0.7844333
2432,0.91805154
2433,0.6603469
2434,0.6821977
2435,0.8564864
2436,0.9216968
2437,0.6027259
2438,0.6040607
2439,0.72295576
2440,0.7540732
2441,0.92357916
2442,0.67959285
2443,0.7830583
2444,0.63682663
2445,0.66350967
2446,0.7697662
2447,0.8391128
2448,0.6492138
2449,0.7516151
2450,0.6737244
2451,0.75817233
2452,0.70610255
2453,0.6400834
2454,0.73947954
2455,0.8292129
2456,0.697814
2457,0.6042559
2458,0.9358334
2459,0.9371356
2460,0.67682123
2461,0.7917435
2462,0.6822426
2463,0.8396664
2464,0.70496976
2465,0.75082505
2466,0.8353121
2467,0.7770351
2468,0.77006286
2469,0.90170366
2470,0.8062955
2471,0.66013014
2472,0.7261691
2473,0.80885106
2474,0.9105708
2475,0.6661096
2476,0.73713946
2477,0.9156245
2478,0.8010704
2479,0.8262962
2480,0.8303112
2481,0.7056045
2482,0.67869395
2483,0.8978269
2484,0.6755103
2485,0.6312199
2486,0.91532326
2487,0.7598701
2488,0.83429927
2489,0.60110885
2490,0.89271396
2491,0.72146475
2492,0.7506602
2493,0.8079369
2494,0.7015548
2495,0.6337591
2496,0.9474758
2497,0.69568574
2498,0.9011022
2499,0.70046586
2500,0.945205
2501,0.83804834
2502,0.8823764
2503,0.9442709
2504,0.65740967
2505,0.7550648
2506,0.9229856
2507,0.7350694
2508,0.77822244
2509,0.8902532
2510,0.89750206
2511,0.9016296
2512,0.71783155
2513,0.6569832
2514,0.90210825
2515,0.840344
2516,0.80198973
2517,0.73709583
2518,0.9008668
2519,0.63766336
2520,0.6539743
2521,0.7905426
2522,0.8435212
2523,0.6557173
2524,0.70517373
2525,0.8497677
2526,0.81089187
2527,0.7794015
2528,0.9148506
2529,0.6311446
2530,0.6699476
2531,0.8359463
2532,0.7643561
2533,0.83487016
2534,0.8176424
2535,0.7124876
2536,0.7426375
2537,0.80220985
2538,0.7455317
2539,0.8260656
2540,0.8083693
2541,0.6653003
2542,0.64351594
2543,0.8638311
2544,0.8134328
2545,0.9091498
2546,0.8947389
2547,0.8508274
2548,0.8808011
2549,0.61199015
2550,0.72418463
2551,0.8960428
2552,0.71596974
2553,0.663386
2554,0.604058
2555,0.7021928
2556,0.81833917
2557,0.9175295
2558,0.7357788
2559,0.6429042
2560,0.7577113
2561,0.78425354
2562,0.7911367
2563,0.8654376
2564,0.91979533
2565,0.7112658
2566,0.821077
2567,0.7358613
2568,0.68358356
2569,0.9090739
2570,0.6243382
2571,0.87481236
2572,0.7644627
2573,0.9100151
2574,0.6487034
2575,0.6762113
2576,0.6516804
2577,0.77987695
2578,0.7927078
2579,0.6240366
2580,0.6571829
2581,0.6897979
2582,0.74504983
2583,0.6342917
2584,0.90573865
2585,0.6307138
2586,0.76572037
2587,0.80189013
2588,0.6307997
2589,0.7760097
2590,0.8353138
2591,0.80208284
2592,0.846934
2593,0.7230405
2594,0.7912026
2595,0.74559754
2596,0.7083969
2597,0.6468653
2598,0.7041322
2599,0.8706003
2600,0.9178457
2601,0.82287014
2602,0.66123587
2603,0.85803604
2604,0.60586435
2605,0.66888696
2606,0.61819005
2607,0.9047205
2608,0.6319507
2609,0.8549911
2610,0.94383746
2611,0.90668535
2612,0.76889443
2613,0.84173554
2614,0.6307079
2615,0.6305821
2616,0.8435348
2617,0.7448359
2618,0.91135156
2619,0.68479884
2620,0.8737397
2621,0.6191082
2622,0.8146376
2623,0.8346656
2624,0.695634
2625,0.7600278
2626,0.7803896
2627,0.7050728
2628,0.8234822
2629,0.7902167
2630,0.72509485
2631,0.79396623
2632,0.634057
2633,0.6138159
2634,0.60319495
2635,0.9090603
2636,0.8416896
2637,0.8666641
2638,0.618308
2639,0.9176494
2640,0.8221109
2641,0.83537805
2642,0.8775521
2643,0.81430995
2644,0.68210036
2645,0.92427045
2646,0.8629656
2647,0.64257205
2648,0.874111
2649,0.77868044
2650,0.6796374
2651,0.622192
2652,0.61894304
2653,0.786439
2654,0.87851655
2655,0.8810636
2656,0.8836511
2657,0.61587864
2658,0.8262702
2659,0.86676526
2660,0.83277583
2661,0.6527294
2662,0.7980573
2663,0.75060153
2664,0.7707006
2665,0.68830734
2666,0.9405918
2667,0.6215629
2668,0.8670105
2669,0.76350546
2670,0.8935545
2671,0.72283936
2672,0.8832388
2673,0.84790856
2674,0.766263
2675,0.8665772
2676,0.6410515
2677,0.7440254
2678,0.84420204
2679,0.6102134
2680,0.76311916
2681,0.79394877
2682,0.8498173
2683,0.7108405
2684,0.87768954
2685,0.77563274
2686,0.8017631
2687,0.8504031
2688,0.80677867
2689,0.90239114
2690,0.9426962
2691,0.8783551
2692,0.81553245
2693,0.9309719
2694,0.62408656
2695,0.62539446
2696,0.6590176
2697,0.67325974
2698,0.86486655
2699,0.66534907
2700,0.8389696
2701,0.7607968
2702,0.9293926
2703,0.72362685
2704,0.64875156
2705,0.7883312
2706,0.6649706
2707,0.71372575
2708,0.6768202
2709,0.9266851
2710,0.7489299
2711,0.6151781
2712,0.6133563
2713,0.7968411
2714,0.8844984
2715,0.63917404
2716,0.65856403
2717,0.6030588
2718,0.7553198
2719,0.622355
2720,0.8123093
2721,0.9498127
2722,0.6388581
2723,0.8854948
2724,0.8268953
2725,0.86983985
2726,0.69026136
2727,0.85378265
2728,0.6522345
2729,0.9243095
2730,0.75724596
2731,0.940015
2732,0.81780356
2733,0.8439239
2734,0.93020016
2735,0.8430169
2736,0.902337
2737,0.6306714
2738,0.72331196
2739,0.64054954
2740,0.8640148
2741,0.71009755
2742,0.9033894
2743,0.6290481
2744,0.66209054
2745,0.78027445
2746,0.80992657
2747,0.84081095
2748,0.82658225
2749,0.74010503
2750,0.6318379
2751,0.7711241
2752,0.66224796
2753,0.6167702
2754,0.8036878
2755,0.9157034
2756,0.925056
2757,0.69577783
2758,0.8691418
2759,0.83304346
2760,0.63847065
2761,0.6361245
2762,0.6032889
2763,0.61828154
2764,0.884597
2765,0.64259374
2766,0.7230327
2767,0.6462552
2768,0.7186516
2769,0.8732133
2770,0.6873831
2771,0.8370553
2772,0.8140338
2773,0.7357535
2774,0.8158791
2775,0.61900467
2776,0.6481906
2777,0.8299805
2778,0.8707548
2779,0.8648983
2780,0.7005726
2781,0.93676996
2782,0.83501524
2783,0.723276
2784,0.69706655
2785,0.73284835
2786,0.6522087
2787,0.8180572
2788,0.6765575
2789,0.6811782
2790,0.74667084
2791,0.7209746
2792,0.70407116
2793,0.8925073
2794,0.61379474
2795,0.8098777
2796,0.8658394
2797,0.88566875
2798,0.6958341
2799,0.6004825
2800,0.79895514
2801,0.76244146
2802,0.803736
2803,0.81777465
2804,0.69476336
2805,0.63818455
2806,0.74013877
2807,0.9191456
2808,0.7443122
2809,0.8009895
2810,0.9313214
2811,0.7282469
2812,0.78168046
2813,0.74370474
2814,0.7232358
2815,0.86530054
2816,0.61848557
2817,0.920153
2818,0.6140842
2819,0.7539365
2820,0.93057793
2821,0.8085834
2822,0.7784834
2823,0.7023335
2824,0.9286118
2825,0.72689235
2826,0.69768256
2827,0.92721057
2828,0.9376435
2829,0.9155306
2830,0.85498226
2831,0.78115183
2832,0.6888842
2833,0.939466
2834,0.70764154
2835,0.7877938
2836,0.6202509
2837,0.84428316
2838,0.78152424
2839,0.6681707
2840,0.6427291
2841,0.7821498
2842,0.7901106
2843,0.8238487
2844,0.7913287
2845,0.60489327
2846,0.7486638
2847,0.745434
2848,0.9429275
2849,0.76766413
2850,0.89711416
2851,0.81978136
2852,0.7133074
2853,0.89174473
2854,0.89048153
2855,0.9321997
2856,0.6969503
2857,0.8973126
2858,0.793304
2859,0.67210454
2860,0.64363897
2861,0.6165751
2862,0.85727733
2863,0.642613
2864,0.7051428
2865,0.90476304
2866,0.9030272
2867,0.8810626
2868,0.9134646
2869,0.70951
2870,0.7233892
2871,0.6977954
2872,0.62527317
2873,0.9299524
2874,0.7039739
2875,0.830231
2876,0.64227825
2877,0.64216626
2878,0.76423883
2879,0.8348463
2880,0.8493519
2881,0.8223573
2882,0.64291424
2883,0.7818971
2884,0.60302395
2885,0.7535932
2886,0.9294903
2887,0.67473215
2888,0.68789303
2889,0.6521496
2890,0.72133404
2891,0.8232454
2892,0.8910391
2893,0.64847696
2894,0.7252555
2895,0.7633431
2896,0.6088965
2897,0.7946444
2898,0.8665798
2899,0.6181953
2900,0.65179354
2901,0.6598754
2902,0.6543358
2903,0.67582875
2904,0.9174657
2905,0.7454334
2906,0.89694667
2907,0.83434284
2908,0.7830783
2909,0.78927714
2910,0.87896806
2911,0.9361906
2912,0.7240223
2913,0.7958407
2914,0.7902371
2915,0.9465825
2916,0.6911449
2917,0.8341893
2918,0.8391543
2919,0.64416784
2920,0.6089965
2921,0.7462122
2922,0.7296671
2923,0.8945815
2924,0.9393393
2925,0.6064178
2926,0.7798723
2927,0.8970338
2928,0.79543614
2929,0.72761506
2930,0.8944845
2931,0.92779326
2932,0.61945236
2933,0.62246203
2934,0.86008734
2935,0.74790615
2936,0.661633
2937,0.815229
2938,0.6582441
2939,0.73903483
2940,0.8866805
2941,0.8827293
2942,0.62270147
2943,0.7407381
2944,0.65898526
2945,0.6135662
2946,0.85975426
2947,0.65796393
2948,0.6888259
2949,0.8182459
2950,0.65708095
2951,0.92358154
2952,0.60017174
2953,0.91222996
2954,0.6819065
2955,0.69354594
2956,0.69368774
2957,0.7987797
2958,0.9235958
2959,0.78226006
2960,0.7395042
2961,0.8329254
2962,0.9395002
2963,0.6723209
2964,0.78501236
2965,0.8659268
2966,0.8293978
2967,0.73188305
2968,0.85098827
2969,0.9083188
2970,0.82205003
2971,0.76420695
2972,0.837415
2973,0.71346694
2974,0.64017266
2975,0.8617389
2976,0.91329247
2977,0.856494
2978,0.7207634
2979,0.9392289
2980,0.6795013
2981,0.7131229
2982,0.84726405
2983,0.65103596
2984,0.7251828
2985,0.80991894
2986,0.69427097
2987,0.81821656
2988,0.7462862
2989,0.78353447
2990,0.6850688
2991,0.83705485
2992,0.6363451
2993,0.7518661
2994,0.6946173
2995,0.766825
2996,0.8127752
2997,0.62300384
2998,0.83358335
2999,0.8948655
3000,0.66829884
3001,0.6033277
3002,0.81068456
3003,0.71776783
3004,0.781643
3005,0.62324065
3006,0.8633137
3007,0.9148367
3008,0.6482672
3009,0.8471794
3010,0.73444384
3011,0.88796175
3012,0.93043715
3013,0.89035684
3014,0.7905096
3015,0.85328096
3016,0.65522474
3017,0.6686105
3018,0.80849713
3019,0.90468913
3020,0.908054
3021,0.85518825
3022,0.91892177
3023,0.72490686
3024,0.9419033
3025,0.9102343
3026,0.8473668
3027,0.89890254
3028,0.7341839
3029,0.8011864
3030,0.9047405
3031,0.6818116
3032,0.6093016
3033,0.6008414
3034,0.69423
3035,0.6342739
3036,0.9395712
3037,0.8246863
3038,0.63821256
3039,0.88212216
3040,0.8026371
3041,0.7720099
3042,0.88965964
3043,0.6074195
3044,0.87786514
3045,0.9191112
3046,0.68731093
3047,0.78167754
3048,0.9277494
3049,0.7530117
3050,0.65145904
3051,0.636672
3052,0.64264953
3053,0.7171832
3054,0.62687373
3055,0.76750845
3056,0.9289231
3057,0.9092764
3058,0.6778389
3059,0.8700314
3060,0.72890764
3061,0.70010805
3062,0.8509937
3063,0.82143253
3064,0.90782905
3065,0.8141143
3066,0.7262869
3067,0.8499322
3068,0.9107223
3069,0.7267445
3070,0.89690715
3071,0.64568007
3072,0.94531304
3073,0.7204194
3074,0.6243442
3075,0.8654743
3076,0.82284343
3077,0.82529527
3078,0.74611235
3079,0.6513339
3080,0.7443636
3081,0.6460894
3082,0.90965724
3083,0.7383032
3084,0.9264506
3085,0.9137519
3086,0.7891691
3087,0.76459104
3088,0.6132535
3089,0.77988964
3090,0.7782868
3091,0.8832775
3092,0.79306656
3093,0.6697756
3094,0.7821359
3095,0.6657215
3096,0.70524985
3097,0.91449577
3098,0.87249494
3099,0.83404505
3100,0.8504629
3101,0.60960674
3102,0.86295366
3103,0.6507315
3104,0.75926334
3105,0.8266898
3106,0.9014599
3107,0.8138591
3108,0.6474043
3109,0.93786997
3110,0.62394315
3111,0.8753681
3112,0.69485146
3113,0.6202068
3114,0.635331
3115,0.7572424
3116,0.90171224
3117,0.6462922
3118,0.7233132
3119,0.90666795
3120,0.8672353
3121,0.6311617
3122,0.8472391
3123,0.71777916
3124,0.6226435
3125,0.871054
3126,0.933624
3127,0.63481325
3128,0.74825954
3129,0.86815983
3130,0.94544965
3131,0.8027313
3132,0.8519166
3133,0.8017562
3134,0.7458258
3135,0.67184395
3136,0.86725324
3137,0.9374087
3138,0.6502239
3139,0.7971537
3140,0.79313046
3141,0.83191305
3142,0.90998775
3143,0.8424786
3144,0.66870284
3145,0.9028436
3146,0.82357067
3147,0.71600163
3148,0.7520597
3149,0.8371724
3150,0.69732785
3151,0.6063034
3152,0.91098076
3153,0.8040405
3154,0.70864785
3155,0.8979444
3156,0.6277105
3157,0.8957976
3158,0.8865628
3159,0.7655538
3160,0.644177
3161,0.85676914
3162,0.60108376
3163,0.82542324
3164,0.7149541
3165,0.93525314
3166,0.6488335
3167,0.6737182
3168,0.86106783
3169,0.91417974
3170,0.8893554
3171,0.81359935
3172,0.8392584
3173,0.76057154
3174,0.91518354
3175,0.9429969
3176,0.8685691
3177,0.869899
3178,0.79580784
3179,0.8624665
3180,0.80722547
3181,0.7287025
3182,0.6182433
3183,0.87059206
3184,0.74845535
3185,0.8888283
3186,0.752681
3187,0.8411393
3188,0.915935
3189,0.60507077
3190,0.834853
3191,0.84637964
3192,0.7838338
3193,0.873982
3194,0.645429
3195,0.6320565
3196,0.60649484
3197,0.6541336
3198,0.8086325
3199,0.64591336
3200,0.85508204
3201,0.7583195
3202,0.68126655
3203,0.6716149
3204,0.7513871
3205,0.8792604
3206,0.7991069
3207,0.6609076
3208,0.91532606
3209,0.6369177
3210,0.9184417
3211,0.6744241
3212,0.7015453
3213,0.6547963
3214,0.71479535
3215,0.784666
3216,0.8784091
3217,0.85580605
3218,0.70842284
3219,0.934026
3220,0.8309418
3221,0.74504656
3222,0.68192226
3223,0.6356255
3224,0.9099196
3225,0.9326834
3226,0.601454
3227,0.73061883
3228,0.8208588
3229,0.6200437
3230,0.6415164
3231,0.7120821
3232,0.9121561
3233,0.82406247
3234,0.9268786
3235,0.68889296
3236,0.68847895
3237,0.63560563
3238,0.7227006
